WORD,VALIDITY,TYPE,BLOCK,SUBBLOCK
should,word,english,A,1
movie,word,english,A,1
shipping,word,english,A,1
history,word,english,A,1
program,word,english,A,1
white,word,english,A,1
better,word,english,A,1
required,word,english,A,1
action,word,english,A,1
receive,word,english,A,1
client,word,english,A,1
whole,word,english,A,1
later,word,english,A,1
leave,word,english,A,1
heard,word,english,A,1
point,word,english,A,1
statement,word,english,A,1
parts,word,english,A,1
except,word,english,A,1
artifact,word,english,A,1
official,word,english,A,1
lists,word,english,A,1
second,word,english,A,1
company,word,english,A,1
vehicle,word,english,A,1
screen,word,english,A,1
items,word,english,A,1
network,word,english,A,1
image,word,english,A,1
result,word,english,A,1
service,word,english,A,1
state,word,english,A,1
write,word,english,A,1
truth,word,english,A,1
local,word,english,A,1
situation,word,english,A,1
talking,word,english,A,1
control,word,english,A,1
members,word,english,A,1
training,word,english,A,1
vhatevar,non_word,english,A,2
tabel,non_word,english,A,2
brundal,non_word,english,A,2
fethers,non_word,english,A,2
folwing,non_word,english,A,2
lowar,non_word,english,A,2
anonimus,non_word,english,A,2
skillis,non_word,english,A,2
vvhite,non_word,english,A,2
whrong,non_word,english,A,2
twib,non_word,english,A,2
isue,non_word,english,A,2
commuty,non_word,english,A,2
flind,non_word,english,A,2
avobe,non_word,english,A,2
becuase,non_word,english,A,2
sorces,non_word,english,A,2
naturul,non_word,english,A,2
idaes,non_word,english,A,2
starteng,non_word,english,A,2
gristone,non_word,english,A,2
outcide,non_word,english,A,2
crindle,non_word,english,A,2
efect,non_word,english,A,2
wemen,non_word,english,A,2
neels,non_word,english,A,2
thingle,non_word,english,A,2
grumple,non_word,english,A,2
wiling,non_word,english,A,2
drubble,non_word,english,A,2
prezent,non_word,english,A,2
briff,non_word,english,A,2
smille,non_word,english,A,2
blidge,non_word,english,A,2
neans,non_word,english,A,2
mitilar,non_word,english,A,2
driwe,non_word,english,A,2
detales,non_word,english,A,2
stope,non_word,english,A,2
plag,non_word,english,A,2
glape,non_word,english,A,2
krindel,non_word,english,A,2
tryine,non_word,english,A,2
naybe,non_word,english,A,2
blakc,non_word,english,A,2
frundle,non_word,english,A,2
wile,non_word,english,A,2
physicel,non_word,english,A,2
digetal,non_word,english,A,2
laern,non_word,english,A,2
decieded,non_word,english,A,2
prorame,non_word,english,A,2
chreltor,non_word,english,A,2
learly,non_word,english,A,2
spik,non_word,english,A,2
dowbt,non_word,english,A,2
litsts,non_word,english,A,2
grintle,non_word,english,A,2
includse,non_word,english,A,2
kight,non_word,english,A,2
chlone,non_word,english,A,2
litimed,non_word,english,A,2
drivors,non_word,english,A,2
ucing,non_word,english,A,2
sland,non_word,english,A,2
glispen,non_word,english,A,2
seemes,non_word,english,A,2
driwer,non_word,english,A,2
dretorn,non_word,english,A,2
plaing,non_word,english,A,2
estory,non_word,english,A,2
vexmar,non_word,english,A,2
vhite,non_word,english,A,2
bildinge,non_word,english,A,2
pliff,non_word,english,A,2
istelf,non_word,english,A,2
parrut,non_word,english,A,2
truft,non_word,english,A,2
knoledge,non_word,english,A,2
reweise,non_word,english,A,2
prepident,non_word,english,A,2
blain,non_word,english,A,2
indsted,non_word,english,A,2
amage,non_word,english,A,2
argee,non_word,english,A,2
quiete,non_word,english,A,2
waks,non_word,english,A,2
twug,non_word,english,A,2
alung,non_word,english,A,2
scorven,non_word,english,A,2
stret,non_word,english,A,2
aucton,non_word,english,A,2
braff,non_word,english,A,2
nobetook,non_word,english,A,2
hystums,non_word,english,A,2
brindor,non_word,english,A,2
drint,non_word,english,A,2
smort,non_word,english,A,2
brimg,non_word,english,A,2
drouver,non_word,english,A,2
fone,non_word,english,A,2
mebers,non_word,english,A,2
titems,non_word,english,A,2
vintz,non_word,english,A,2
strufix,non_word,english,A,2
clorve,non_word,english,A,2
cemidal,non_word,english,A,2
snorf,non_word,english,A,2
luks,non_word,english,A,2
plestun,non_word,english,A,2
sduty,non_word,english,A,2
grumplet,non_word,english,A,2
shuld,non_word,english,A,2
geves,non_word,english,A,2
reatily,non_word,english,A,2
cantract,non_word,english,A,2
druvex,non_word,english,A,2
franx,non_word,english,A,2
avrage,non_word,english,A,2
sience,non_word,english,A,2
varieus,non_word,english,A,2
blumptor,non_word,english,A,2
takingg,non_word,english,A,2
rhows,non_word,english,A,2
takling,non_word,english,A,2
milone,non_word,english,A,2
flenvor,non_word,english,A,2
functune,non_word,english,A,2
subjekt,non_word,english,A,2
ceenter,non_word,english,A,2
komment,non_word,english,A,2
umbrela,non_word,english,A,2
smape,non_word,english,A,2
snerkle,non_word,english,A,2
kelling,non_word,english,A,2
brak,non_word,english,A,2
thrunge,non_word,english,A,2
perfet,non_word,english,A,2
frindol,non_word,english,A,2
nuite,non_word,english,A,2
hawing,non_word,english,A,2
flarve,non_word,english,A,2
parrts,non_word,english,A,2
chroft,non_word,english,A,2
musik,non_word,english,A,2
fount,non_word,english,A,2
flerm,non_word,english,A,2
cald,non_word,english,A,2
blarn,non_word,english,A,2
guass,non_word,english,A,2
huose,non_word,english,A,2
squimble,non_word,english,A,2
drantle,non_word,english,A,2
contrel,non_word,english,A,2
frond,non_word,english,A,2
fimal,non_word,english,A,2
laterr,non_word,english,A,2
nanes,non_word,english,A,2
wroven,non_word,english,A,2
grait,non_word,english,A,2
miself,non_word,english,A,2
femily,non_word,english,A,2
quorble,non_word,english,A,2
poast,non_word,english,A,2
triff,non_word,english,A,2
contanes,non_word,english,A,2
prangle,non_word,english,A,2
writen,non_word,english,A,2
charmet,non_word,english,A,2
takis,non_word,english,A,2
forse,non_word,english,A,2
lighht,non_word,english,A,2
repronse,non_word,english,A,2
fronker,non_word,english,A,2
driblex,non_word,english,A,2
plorfin,non_word,english,A,2
starded,non_word,english,A,2
vestern,non_word,english,A,2
murb,non_word,english,A,2
ordar,non_word,english,A,2
snorp,non_word,english,A,2
trate,non_word,english,A,2
plurnish,non_word,english,A,2
minusts,non_word,english,A,2
trutth,non_word,english,A,2
graskel,non_word,english,A,2
twisk,non_word,english,A,2
serwer,non_word,english,A,2
advanze,non_word,english,A,2
warld,non_word,english,A,2
reciese,non_word,english,A,2
cherm,non_word,english,A,2
quimpal,non_word,english,A,2
colal,non_word,english,A,2
popolar,non_word,english,A,2
chrumble,non_word,english,A,2
bluud,non_word,english,A,2
feild,non_word,english,A,2
blorp,non_word,english,A,2
cuorse,non_word,english,A,2
rulus,non_word,english,A,2
tworn,non_word,english,A,2
chrair,non_word,english,A,2
moddel,non_word,english,A,2
chindle,non_word,english,A,2
tregmur,non_word,english,A,2
snimble,non_word,english,A,2
rater,non_word,english,A,2
suport,non_word,english,A,2
wotch,non_word,english,A,2
wonan,non_word,english,A,2
tharv,non_word,english,A,2
slurn,non_word,english,A,2
slory,non_word,english,A,2
smavorn,non_word,english,A,2
notse,non_word,english,A,2
chane,non_word,english,A,2
secutiry,non_word,english,A,2
vords,non_word,english,A,2
screan,non_word,english,A,2
beelow,non_word,english,A,2
beccome,non_word,english,A,2
wheter,non_word,english,A,2
localion,non_word,english,A,2
sproon,non_word,english,A,2
tebbar,non_word,english,A,2
claggle,non_word,english,A,2
flibber,non_word,english,A,2
slindor,non_word,english,A,2
straigt,non_word,english,A,2
grack,non_word,english,A,2
cowntry,non_word,english,A,2
mentune,non_word,english,A,2
cecond,non_word,english,A,2
spleem,non_word,english,A,2
prindux,non_word,english,A,2
addid,non_word,english,A,2
morkle,non_word,english,A,2
hellps,non_word,english,A,2
errur,non_word,english,A,2
wibble,non_word,english,A,2
lelal,non_word,english,A,2
slong,non_word,english,A,2
frimble,non_word,english,A,2
adress,non_word,english,A,2
creat,non_word,english,A,2
canot,non_word,english,A,2
plaze,non_word,english,A,2
mibber,non_word,english,A,2
nohice,non_word,english,A,2
splunge,non_word,english,A,2
respend,non_word,english,A,2
frabble,non_word,english,A,2
stert,non_word,english,A,2
jindrel,non_word,english,A,2
nown,non_word,english,A,2
dorpine,non_word,english,A,2
parudy,non_word,english,A,2
evedence,non_word,english,A,2
sertain,non_word,english,A,2
sisuation,non_word,english,A,2
wargle,non_word,english,A,2
chlidren,non_word,english,A,2
clopt,non_word,english,A,2
frint,non_word,english,A,2
genurally,non_word,english,A,2
histury,non_word,english,A,2
skindle,non_word,english,A,2
troubal,non_word,english,A,2
caces,non_word,english,A,2
exsept,non_word,english,A,2
thouh,non_word,english,A,2
colus,non_word,english,A,2
setwene,non_word,english,A,2
monitar,non_word,english,A,2
concider,non_word,english,A,2
fleedon,non_word,english,A,2
sauth,non_word,english,A,2
pagis,non_word,english,A,2
trems,non_word,english,A,2
tuday,non_word,english,A,2
resune,non_word,english,A,2
sund,non_word,english,A,2
clieient,non_word,english,A,2
teath,non_word,english,A,2
ecudation,non_word,english,A,2
leve,non_word,english,A,2
briffle,non_word,english,A,2
erth,non_word,english,A,2
likelie,non_word,english,A,2
nunbers,non_word,english,A,2
squorble,non_word,english,A,2
acatly,non_word,english,A,2
vursion,non_word,english,A,2
blistow,non_word,english,A,2
trindle,non_word,english,A,2
saing,non_word,english,A,2
grench,non_word,english,A,2
macine,non_word,english,A,2
wice,non_word,english,A,2
liwing,non_word,english,A,2
privet,non_word,english,A,2
worf,non_word,english,A,2
thiking,non_word,english,A,2
togehter,non_word,english,A,2
snaffle,non_word,english,A,2
makis,non_word,english,A,2
pover,non_word,english,A,2
ponit,non_word,english,A,2
crenst,non_word,english,A,2
hapen,non_word,english,A,2
sens,non_word,english,A,2
बगल ,word,hindi,A,3
तरस ,word,hindi,A,3
भगत ,word,hindi,A,3
उलझ ,word,hindi,A,3
श्रम ,word,hindi,A,3
आदत ,word,hindi,A,3
कमर ,word,hindi,A,3
अवसर ,word,hindi,A,3
दलदल ,word,hindi,A,3
कलम ,word,hindi,A,3
चरण ,word,hindi,A,3
बारह ,word,hindi,A,3
सलाहकार ,word,hindi,A,3
प्रदान ,word,hindi,A,3
प्रतिदिन ,word,hindi,A,3
माफिया ,word,hindi,A,3
नागरिक ,word,hindi,A,3
तैयार ,word,hindi,A,3
चादर ,word,hindi,A,3
समर्थक ,word,hindi,A,3
गुलशन ,word,hindi,A,3
तालाब ,word,hindi,A,3
पार्वती ,word,hindi,A,3
अथवा ,word,hindi,A,3
अनंत ,word,hindi,A,3
झोपड़ी ,word,hindi,A,3
पाठक ,word,hindi,A,3
जनजाति ,word,hindi,A,3
जगतार ,word,hindi,A,3
हालात ,word,hindi,A,3
दौरान ,word,hindi,A,3
गरीबी ,word,hindi,A,3
विरोध ,word,hindi,A,3
समुदाय ,word,hindi,A,3
मौजूद ,word,hindi,A,3
नायक ,word,hindi,A,3
भाईचारा ,word,hindi,A,3
मासिक ,word,hindi,A,3
वार्षिक ,word,hindi,A,3
कार्यालय ,word,hindi,A,3
गौरतलब ,word,hindi,A,3
पसंद ,word,hindi,A,3
मिसाल ,word,hindi,A,3
अदालत ,word,hindi,A,3
सार्थक ,word,hindi,A,3
सुरक्षित ,word,hindi,A,3
बादल ,word,hindi,A,3
रुपए ,word,hindi,A,3
रक्त ,word,hindi,A,3
जलस्तर ,word,hindi,A,3
ध्वस्त ,word,hindi,A,3
अवश्य ,word,hindi,A,3
व्यस्त ,word,hindi,A,3
उपलक्ष्य ,word,hindi,A,3
स्वस्थ ,word,hindi,A,3
नष्ट ,word,hindi,A,3
समस्त ,word,hindi,A,3
लक्ष्मण ,word,hindi,A,3
अक्सर ,word,hindi,A,3
उत्पन्न ,word,hindi,A,3
पत्थर ,word,hindi,A,3
स्व ,word,hindi,A,3
दफ्तर ,word,hindi,A,3
स्वच्छ ,word,hindi,A,3
महत्व ,word,hindi,A,3
स्पष्ट ,word,hindi,A,3
सख्त ,word,hindi,A,3
जब्त ,word,hindi,A,3
जन्म ,word,hindi,A,3
वक्त ,word,hindi,A,3
मरम्मत ,word,hindi,A,3
खत्म ,word,hindi,A,3
आवश्यक ,word,hindi,A,3
अगस्त ,word,hindi,A,3
व्यक्त ,word,hindi,A,3
टक्कर ,word,hindi,A,3
उपलब्ध ,word,hindi,A,3
स्तर ,word,hindi,A,3
जल्द ,word,hindi,A,3
उक्त ,word,hindi,A,3
सदस्य ,word,hindi,A,3
अध्यक्ष ,word,hindi,A,3
अन्य ,word,hindi,A,3
जागृति ,word,hindi,A,3
प्रदेश ,word,hindi,A,3
परिजन ,word,hindi,A,3
देवर ,word,hindi,A,3
चाहिए ,word,hindi,A,3
शीतल ,word,hindi,A,3
आतंकवाद ,word,hindi,A,3
अंधेरे ,word,hindi,A,3
बातचीत ,word,hindi,A,3
दैनिक ,word,hindi,A,3
मंजूर ,word,hindi,A,3
कंबल ,word,hindi,A,3
शरीर ,word,hindi,A,3
सवार ,word,hindi,A,3
शिकार ,word,hindi,A,3
शासन ,word,hindi,A,3
बाहर ,word,hindi,A,3
सबके ,word,hindi,A,3
वाहन ,word,hindi,A,3
प्रतिवर्ष ,word,hindi,A,3
नाराजगी ,word,hindi,A,3
हवाई ,word,hindi,A,3
मुहैया ,word,hindi,A,3
नगरी ,word,hindi,A,3
लिखित ,word,hindi,A,3
राहत ,word,hindi,A,3
निबंध ,word,hindi,A,3
कैलाश ,word,hindi,A,3
चालक ,word,hindi,A,3
हमने ,word,hindi,A,3
आंकड़ा ,word,hindi,A,3
निकेतन ,word,hindi,A,3
प्रमाण ,word,hindi,A,3
तुलसी ,word,hindi,A,3
महानगर ,word,hindi,A,3
एकजुट ,word,hindi,A,3
कहर ,word,hindi,A,3
वचन ,word,hindi,A,3
शरण ,word,hindi,A,3
मतलब ,word,hindi,A,3
भगदड़ ,word,hindi,A,3
महज ,word,hindi,A,3
कलश ,word,hindi,A,3
लटक ,word,hindi,A,3
अबतक ,word,hindi,A,3
अलग ,word,hindi,A,3
लथपथ ,word,hindi,A,3
अभय ,word,hindi,A,3
नगद ,word,hindi,A,3
गठन ,word,hindi,A,3
नजर ,word,hindi,A,3
अमर ,word,hindi,A,3
एकल ,word,hindi,A,3
मटर ,word,hindi,A,3
पहन ,word,hindi,A,3
कमल ,word,hindi,A,3
उदय ,word,hindi,A,3
कदर ,word,hindi,A,3
मदद ,word,hindi,A,3
असफल ,word,hindi,A,3
हरकत ,word,hindi,A,3
पहल ,word,hindi,A,3
दरअसल ,word,hindi,A,3
उमस ,word,hindi,A,3
बचत ,word,hindi,A,3
आरक्षण ,word,hindi,A,3
वतन ,word,hindi,A,3
बजकर ,word,hindi,A,3
आदर ,word,hindi,A,3
तरह ,word,hindi,A,3
फसल ,word,hindi,A,3
महल ,word,hindi,A,3
भड़क ,word,hindi,A,3
सदन ,word,hindi,A,3
चन्द ,word,hindi,A,3
अन्न ,word,hindi,A,3
जख्म ,word,hindi,A,3
शक्ल ,word,hindi,A,3
उन्नत ,word,hindi,A,3
कष्ट ,word,hindi,A,3
रहस्यमय ,word,hindi,A,3
तख्त ,word,hindi,A,3
मक्खन ,word,hindi,A,3
आनन्द ,word,hindi,A,3
दस्त ,word,hindi,A,3
उच्चतर ,word,hindi,A,3
मध्यम ,word,hindi,A,3
अस्त ,word,hindi,A,3
उज्जवल ,word,hindi,A,3
ध्वज ,word,hindi,A,3
कत्ल ,word,hindi,A,3
छप्पर ,word,hindi,A,3
शख्स ,word,hindi,A,3
स्वर ,word,hindi,A,3
तथ्य ,word,hindi,A,3
खण्ड ,word,hindi,A,3
मच्छर ,word,hindi,A,3
रस्म ,word,hindi,A,3
रद्द ,word,hindi,A,3
वस्त्र ,word,hindi,A,3
सशक्त ,word,hindi,A,3
दस्तक ,word,hindi,A,3
तत्व ,word,hindi,A,3
जबरदस्त ,word,hindi,A,3
जश्न ,word,hindi,A,3
सम्भल ,word,hindi,A,3
अध्ययन ,word,hindi,A,3
वजह ,word,hindi,A,3
अनशन ,word,hindi,A,3
आगमन ,word,hindi,A,3
जबरन ,word,hindi,A,3
तलब ,word,hindi,A,3
रहकर ,word,hindi,A,3
दहन ,word,hindi,A,3
कसर ,word,hindi,A,3
रक्षक ,word,hindi,A,3
हलचल ,word,hindi,A,3
दहशत ,word,hindi,A,3
महक ,word,hindi,A,3
अवगत ,word,hindi,A,3
उसपर ,word,hindi,A,3
पठन ,word,hindi,A,3
नयन ,word,hindi,A,3
सहमत ,word,hindi,A,3
आजकल ,word,hindi,A,3
दशक ,word,hindi,A,3
सहज ,word,hindi,A,3
एकत्र ,word,hindi,A,3
सहन ,word,hindi,A,3
पदक ,word,hindi,A,3
गरम ,word,hindi,A,3
बदलकर ,word,hindi,A,3
उपकरण ,word,hindi,A,3
आचरण ,word,hindi,A,3
पकड़ ,word,hindi,A,3
लहर ,word,hindi,A,3
असर ,word,hindi,A,3
खपत ,word,hindi,A,3
आपस ,word,hindi,A,3
अटल ,word,hindi,A,3
नहर ,word,hindi,A,3
अगर ,word,hindi,A,3
आयकर ,word,hindi,A,3
समक्ष ,word,hindi,A,3
सरल ,word,hindi,A,3
परम ,word,hindi,A,3
बहस ,word,hindi,A,3
गायक ,word,hindi,A,3
अनेक ,word,hindi,A,3
बलिदान ,word,hindi,A,3
धूमधाम ,word,hindi,A,3
ग्राहक ,word,hindi,A,3
निराकरण ,word,hindi,A,3
बर्बादी ,word,hindi,A,3
प्रेरणा ,word,hindi,A,3
चालान ,word,hindi,A,3
खोकर ,word,hindi,A,3
तहसील ,word,hindi,A,3
नजारा ,word,hindi,A,3
वापस ,word,hindi,A,3
आर्थिक ,word,hindi,A,3
प्रहार ,word,hindi,A,3
दोबारा ,word,hindi,A,3
अपहृत ,word,hindi,A,3
मशीन ,word,hindi,A,3
पहले ,word,hindi,A,3
आवारा ,word,hindi,A,3
हिरासत ,word,hindi,A,3
ऊंचाई ,word,hindi,A,3
महीना ,word,hindi,A,3
शरारती ,word,hindi,A,3
रणनीति ,word,hindi,A,3
मजबूती ,word,hindi,A,3
कपूर ,word,hindi,A,3
निगम ,word,hindi,A,3
विवादित ,word,hindi,A,3
किनारे ,word,hindi,A,3
छापेमारी ,word,hindi,A,3
हंगामा ,word,hindi,A,3
कराया ,word,hindi,A,3
तीसरा ,word,hindi,A,3
सहायता ,word,hindi,A,3
गवाही ,word,hindi,A,3
साजिश ,word,hindi,A,3
अपनी ,word,hindi,A,3
अभाव ,word,hindi,A,3
बन्धक ,word,hindi,A,3
असभ्य ,word,hindi,A,3
अक्ल ,word,hindi,A,3
आलस्य ,word,hindi,A,3
मस्तक ,word,hindi,A,3
दण्ड ,word,hindi,A,3
भस्म ,word,hindi,A,3
खच्चर ,word,hindi,A,3
वयस्क ,word,hindi,A,3
अन्तर ,word,hindi,A,3
कत्थक ,word,hindi,A,3
स्तन ,word,hindi,A,3
असत्य ,word,hindi,A,3
अन्त ,word,hindi,A,3
हस्त ,word,hindi,A,3
लक्कड़ ,word,hindi,A,3
दस्तखत ,word,hindi,A,3
नब्ज ,word,hindi,A,3
मगरमच्छ ,word,hindi,A,3
पस्त ,word,hindi,A,3
छप्पन ,word,hindi,A,3
अपशब्द ,word,hindi,A,3
धन्य ,word,hindi,A,3
भक्तजन ,word,hindi,A,3
सभ्य ,word,hindi,A,3
समयबद्ध ,word,hindi,A,3
वचनबद्ध ,word,hindi,A,3
नतमस्तक ,word,hindi,A,3
वल्लभ ,word,hindi,A,3
अल्प ,word,hindi,A,3
बन्द ,word,hindi,A,3
उच्चतम ,word,hindi,A,3
इज्जत ,word,hindi,A,3
मस्त ,word,hindi,A,3
कलह ,word,hindi,A,3
दमकल ,word,hindi,A,3
इसपर ,word,hindi,A,3
उतर ,word,hindi,A,3
उतरकर ,word,hindi,A,3
अहम ,word,hindi,A,3
वजन ,word,hindi,A,3
नकल ,word,hindi,A,3
झड़प ,word,hindi,A,3
सबक ,word,hindi,A,3
जहर ,word,hindi,A,3
बनकर ,word,hindi,A,3
नगर ,word,hindi,A,3
नमन ,word,hindi,A,3
बदतर ,word,hindi,A,3
उपज ,word,hindi,A,3
उठकर ,word,hindi,A,3
शपथ ,word,hindi,A,3
हवन ,word,hindi,A,3
भरकर ,word,hindi,A,3
अपहरण ,word,hindi,A,3
चयन ,word,hindi,A,3
गहन ,word,hindi,A,3
जमकर ,word,hindi,A,3
जगत ,word,hindi,A,3
अखवर,non_word,hindi,A,4
अटवर,non_word,hindi,A,4
अपव,non_word,hindi,A,4
अमरल,non_word,hindi,A,4
अवगतन,non_word,hindi,A,4
अशल,non_word,hindi,A,4
आघमन,non_word,hindi,A,4
आदस,non_word,hindi,A,4
आरकण,non_word,hindi,A,4
आरक्ष,non_word,hindi,A,4
इधम,non_word,hindi,A,4
उगर,non_word,hindi,A,4
उठखर,non_word,hindi,A,4
उठर,non_word,hindi,A,4
उतरक,non_word,hindi,A,4
उनड़,non_word,hindi,A,4
उपक,non_word,hindi,A,4
उपहल,non_word,hindi,A,4
उमठ,non_word,hindi,A,4
कदरल,non_word,hindi,A,4
कमम,non_word,hindi,A,4
कसण,non_word,hindi,A,4
कसरन,non_word,hindi,A,4
खबरल,non_word,hindi,A,4
खबल,non_word,hindi,A,4
गगनल,non_word,hindi,A,4
गहण,non_word,hindi,A,4
घटन,non_word,hindi,A,4
घलक,non_word,hindi,A,4
चमकल,non_word,hindi,A,4
अंदेरे,non_word,hindi,A,4
अमिल,non_word,hindi,A,4
अवाव,non_word,hindi,A,4
अवैल,non_word,hindi,A,4
आदमि,non_word,hindi,A,4
आदमे,non_word,hindi,A,4
आपणी,non_word,hindi,A,4
आरकल,non_word,hindi,A,4
आर्थीक,non_word,hindi,A,4
आवार,non_word,hindi,A,4
इंसाण,non_word,hindi,A,4
उपमंदल,non_word,hindi,A,4
करोण,non_word,hindi,A,4
कारिल्य,non_word,hindi,A,4
कुपूर,non_word,hindi,A,4
खबकी,non_word,hindi,A,4
खलाफ,non_word,hindi,A,4
खोकरा,non_word,hindi,A,4
गरबी,non_word,hindi,A,4
गायोक,non_word,hindi,A,4
चदार,non_word,hindi,A,4
चहला,non_word,hindi,A,4
चातर,non_word,hindi,A,4
तालब,non_word,hindi,A,4
अक्क्षण,non_word,hindi,A,4
